"data","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","year","paper_key","volume","issue","autori"
"journal-article-10.2307_23600198","0","0.064097814","0.10984828","0","0","0","0.07042284","0","0.10958027","0.057039026","0","0.3171118","0","0","0","0","0.021480788","0.021735022","0","0","0","0","0","0","0.22855678","1995","Moving targets: the multifarious world of Paolo Sylos Labini","19","4","Rothschild&"
"journal-article-10.2307_23600205","0","0","0","0","0","0","0","0","0.0186557","0","0.5355679","0","0","0","0","0","0","0.09801579","0","0","0","0","0","0","0.34575766","1995","The appeal of neoclassical economics: some insights from Keynes's epistemology","19","6","Dow&"
"journal-article-10.2307_23600207","0","0","0","0","0.015235949","0.19419757","0","0","0.04890658","0","0","0","0","0","0","0","0","0","0","0","0.71519345","0.026386296","0","0","0","1995","What is the Singapore model of economic development?","19","6","Huff&"
"journal-article-10.2307_23600209","0","0","0","0","0","0.7151444","0","0","0.05942247","0.20094031","0","0","0","0","0","0","0","0","0","0","0","0","0.0244013","0","0","1995","On the role of agriculture in India's longer-term development strategy","19","6","Storm&"
"journal-article-10.2307_23600211","0","0","0","0","0","0","0","0","0.21607542","0.09587308","0","0.6879672","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","The Kaleckian model of growth and distribution and its neo-Ricardian and neo-Marxian critiques","19","6","Lavoie&"
"journal-article-10.2307_23600213","0","0","0","0","0","0","0.056229953","0","0","0","0","0.38241264","0","0","0.56065387","0","0","0","0","0","0","0","0","0","0","1995","Ricardo's theory of tax incidence: a comment","19","6","Erreygers&"
"journal-article-10.2307_23600219","0","0.22556695","0.2791252","0","0","0.075887755","0.079532824","0","0","0","0.03566101","0.040212348","0","0","0","0","0","0","0.019851862","0.050757546","0.12952925","0","0","0","0.06311406","1995","Cambridge Journal of Economics: Volume 19 1995","19","6",""
"journal-article-10.2307_23600234","0","0","0","0","0","0","0","0","0.014707563","0","0.81254804","0","0","0","0","0","0","0.12648785","0","0","0.02943962","0","0","0","0","1995","The 'Lucas critique': a generalisation","19","2","Lawson&"
"journal-article-10.2307_23600235","0.011026155","0","0","0","0.05829772","0","0","0","0","0.03522005","0","0","0","0","0","0","0.7057843","0","0","0.18171711","0","0","0","0","0","1995","Internal cooperation and competitive success: the case of the US steel minimill sector","19","2","Smith&"
"journal-article-10.2307_23600236","0","0","0","0.13662285","0","0","0","0","0","0","0","0.6794468","0","0","0.15317471","0","0","0.016211024","0","0","0","0","0","0","0.014400786","1995","Tugan's 'bubble': underconsumption and crises in a Marxian model","19","2","Mainwaring&"
"journal-article-10.2307_23600237","0","0","0","0","0","0.213246","0.012263527","0","0","0","0","0.38657522","0","0","0","0","0","0","0","0.030710079","0","0.3568292","0","0","0","1995","Dynamic home-made ratios of commodities: the application of Pasinetti's vertical hyper-integration to trade in capital goods","19","2","Oda&"
"journal-article-10.2307_23600238","0","0","0","0","0.047718577","0","0","0","0","0","0","0","0","0.08259171","0","0","0.1383645","0","0","0","0","0","0.03589499","0","0.68542796","1995","Law and Economics in the United States: a brief historical survey","19","2","Hovenkamp&"
"journal-article-10.2307_23600239","0","0","0","0","0","0","0.48428106","0","0","0","0","0","0.21293907","0","0","0.030014692","0","0","0.06711847","0","0","0","0","0","0.20514496","1995","How Piero Sraffa found Ricardo's letters to Mill","19","2","Porta&"
"journal-article-10.2307_23600240","0.1349126","0","0","0.24290194","0","0.12221766","0","0","0.15361685","0.17686234","0","0","0","0","0","0","0","0","0","0","0.16932987","0","0","0","0","1995","A re-examination of the reasons for the failure of Keynesian expansionary policies in France, 1981—1983","19","2","Lombard&"
"journal-article-10.2307_23600243","0","0.5274075","0","0","0","0.08524552","0","0","0","0.17556536","0","0.048387233","0","0","0","0","0","0","0","0","0.05494286","0.09982276","0","0","0","1996","The productivity convergence debate: a theoretical and methodological reconsideration","20","2","Elmslie&Milberg&"
"journal-article-10.2307_23600244","0","0","0","0.33520386","0","0","0","0","0","0","0","0","0.022171471","0.15438418","0","0.041090805","0","0.22633079","0","0","0.2055339","0","0","0","0","1996","Against 'big bang' in economic transition: normative and positive arguments","20","2","Tsang&"
"journal-article-10.2307_23600245","0","0","0","0","0","0.49748123","0","0","0.35431424","0.073027804","0","0.074979","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Short-period macroeconomic aspects of foreign aid","20","2","Bhaduri&Skarstein&"
"journal-article-10.2307_23600246","0","0","0","0","0","0","0.8406741","0","0","0","0","0.08132547","0","0","0","0","0","0","0","0.010870576","0","0","0","0","0.03640016","1996","Sraffa's critique of Marshall: a reassessment","20","2","Mongiovi&"
"journal-article-10.2307_23600247","0","0","0","0","0.027453076","0","0","0","0","0.708399","0","0.03524968","0","0","0.13089402","0","0","0","0","0","0","0.09549517","0","0","0","1996","Accounting for the economic growth of firms in UK manufacturing since 1973","20","2","Hart&"
"journal-article-10.2307_23600248","0","0","0","0.014374672","0","0","0","0","0.015419235","0","0.14949685","0","0","0.66176367","0","0","0.12437265","0","0","0","0","0","0","0","0.025659624","1996","Some recent changes in the relationship between economics and sociology","20","2","Ingham&"
"journal-article-10.2307_23600251","0.40666363","0","0","0","0.015363848","0.010946779","0","0","0","0","0","0","0","0","0.11411385","0","0.1710516","0","0","0","0","0","0","0","0.2817127","1996","Pigou, Clark and modern economics: the quality of the workforce","20","3","Stabile&"
"journal-article-10.2307_23600252","0","0","0","0.14813352","0","0.73553497","0","0","0.032877132","0.012527661","0","0","0","0.013603416","0","0","0","0","0","0","0.04542651","0","0","0.011800101","0","1996","The Iranian economy under the Islamic Republic: institutional change and macroeconomic performance (1979—1990)","20","3","Mazarei,&"
"journal-article-10.2307_23600253","0","0","0","0.5552937","0","0","0","0","0.44458294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Irving Fisher's debt-deflation theory: its relevance to current conditions","20","3","Wolfson&"
"journal-article-10.2307_23600254","0","0","0","0","0","0","0","0","0.65256304","0.16114353","0","0","0","0","0.11220281","0.06430996","0","0","0","0","0","0","0","0","0","1996","Government debt, income distribution and growth","20","3","You&Dutt&"
"journal-article-10.2307_23600255","0","0","0","0","0.08016693","0","0.6527565","0","0","0","0","0","0","0.06890118","0","0","0.03743533","0","0","0","0","0","0","0","0.15487432","1996","Marshall's theory of value: the role of external economies","20","3","Hart&"
"journal-article-10.2307_23600256","0","0","0","0","0","0","0.21040222","0","0.36260936","0","0","0.19503874","0","0","0","0","0","0.01969282","0","0","0","0","0","0","0.20670363","1996","On the Keynesian notion of equilibrium and dynamics","20","3","Ertürk&"
"journal-article-10.2307_23600257","0","0","0","0","0","0","0.9994317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1996","Ricardo, Torrens, and Sraffa: a summing up","20","3","de Vivo&"
"journal-article-10.2307_23600260","0","0","0","0","0","0","0","0","0","0.018954828","0.11829613","0","0","0","0","0","0.8626383","0","0","0","0","0","0","0","0","2002","Perceived trustworthiness and inter-firm governance: empirical evidence from the UK printing industry","26","2","Möllering&"
"journal-article-10.2307_23600261","0","0","0","0","0.022428488","0","0","0","0","0","0","0.03156897","0","0","0","0","0.06256908","0","0","0","0","0","0","0","0.883321","2002","The xistence of definitional economics— Stigler's and Leibenstein's war of the words","26","2","Freedman&"
"journal-article-10.2307_23600262","0","0.027734058","0","0","0","0.0505652","0","0","0.012686466","0.08678905","0","0.8221088","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Reconsidering the conventional wisdom on wage increases, the choice of technique and employment","26","2","Reati&"
"journal-article-10.2307_23600263","0","0.10111133","0","0","0","0","0","0","0","0.89870447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Accumulation, innovation and catching-up: an extended cumulative growth model","26","2","León-Ledesma&"
"journal-article-10.2307_23600264","0","0","0","0","0","0.0103421","0","0","0","0","0.018472534","0","0","0.7313616","0","0","0.13597846","0","0","0","0","0","0","0","0.09528727","2002","North's institutionalism and the prospect of combining theoretical approaches","26","2","Vandenberg&"
"journal-article-10.2307_23600265","0","0","0","0.67121416","0","0","0","0","0.065035604","0","0.01714037","0","0","0","0","0","0","0","0","0","0.049942292","0.15324284","0","0.043343693","0","2002","Financial crisis in Southeast Asia: dispelling illusion the Minskyan way","26","2","Arestis&Glickman&"
"journal-article-10.2307_23600266","0.013057473","0","0","0","0","0.014608072","0","0","0","0","0.5717643","0","0.37100467","0","0","0","0.014766972","0.014459924","0","0","0","0","0","0","0","2002","On the scope of experiments in economics: comments on Siakantaris","26","2","Guala&"
"journal-article-10.2307_23600267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9994469","0","0","2002","Inside debt, aggregate demand and the Cambridge theory of distribution: a note","26","2","Commendatore&"
"journal-article-10.2307_23600268","0","0","0","0.022016654","0","0","0","0","0.45283794","0","0","0","0","0","0","0","0","0","0","0","0","0","0.524106","0","0","2002","Financial institutions and the Cambridge theory of distribution","26","2","Palley&"
"journal-article-10.2307_23600274","0","0","0","0.8938438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.010698341","0.09157628","0","0","0","2003","Averting crisis? Assessing measures to manage financial integration in emerging economies","27","3","Grabel&"
"journal-article-10.2307_23600275","0.018942421","0","0","0","0.8954355","0","0","0","0","0.019422647","0","0","0","0","0","0","0","0.066065244","0","0","0","0","0","0","0","2003","Is attack the best form of defence? A competing risks analysis of acquisition activity in the UK","27","3","Dickerson&Gibson&Tsakalotos&"
"journal-article-10.2307_23600276","0","0.027718343","0","0","0","0","0","0","0.054191004","0","0.7389741","0","0","0.15034924","0.028660357","0","0","0","0","0","0","0","0","0","0","2003","Keynes's dialectic?","27","3","Setterfield&"
"journal-article-10.2307_23600277","0","0","0","0","0","0","0","0","0","0","0.021459114","0.03491736","0","0","0.014672232","0","0.025692817","0","0","0.05744051","0.022515453","0","0","0.82321537","0","2003","Capstone or deadweight? Inefficiency, duplication and inequity in South Africa's tertiary education system, 1910—93","27","3","Fedderke&de Kadt&Luiz&"
"journal-article-10.2307_23600278","0","0","0","0","0","0","0.3447512","0","0","0","0.5842503","0","0.03850848","0","0.03236877","0","0","0","0","0","0","0","0","0","0","2003","Ideology, markets and money","27","3","Mohun&"
"journal-article-10.2307_23600279","0.09883536","0","0","0","0.596225","0.16702534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.13773364","0","0","0","2003","Home country employment and foreign direct investment: evidence from the Italian case","27","3","Mariotti&Mutinelli&Piscitello&"
"journal-article-10.2307_23600280","0","0.10084958","0","0","0","0.2297323","0","0","0","0","0","0.12820382","0","0","0","0","0","0.54098344","0","0","0","0","0","0","0","2003","Analysing pollution by way of vertically integrated coefficients, with an application to the water sector in Aragon","27","3","Sánchez-Chóliz&Duarte&"
"journal-article-10.2307_23600281","0","0","0","0","0","0","0","0","0.2222211","0.4755064","0","0.2939078","0","0","0","0","0","0","0","0","0","0","0","0","0","2003","Bargaining power, effective demand and technical progress: a Kaleckian model of growth","27","3","Cassetti&"
"journal-article-10.2307_23600282","0.18891326","0","0","0.05385538","0","0","0","0","0","0","0","0","0","0","0","0","0.2766514","0","0","0","0.14623132","0","0","0","0.33420062","2003","Contractual governance and illiberal contracts: some problems of contractualism as an instrument of behaviour management by agencies of government","27","3","Freedland&King&"
"journal-article-10.2307_23600286","0.21701251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.09759234","0.6852813","0","0","0","0","0","0","0","2002","(What) do unions maximise? Evidence from survey data","26","3","Gahan&"
"journal-article-10.2307_23600287","0","0","0","0","0","0","0.11458369","0","0","0.39966965","0","0","0","0","0.42468524","0","0","0","0","0","0","0","0","0.055110313","0","2002","The law of value and laws of statistics: sectoral values and prices in the US economy, 1977—97","26","3","Kliman&"
"journal-article-10.2307_23600288","0","0","0","0","0","0","0","0","0","0","0.9998525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Preferences, reductionism and the microfoundations of Analytical Marxism","26","3","Philp&Young&"
"journal-article-10.2307_23600289","0","0","0","0.147434","0.06270151","0","0","0","0","0.7057953","0.017920012","0","0.06604315","0","0","0","0","0","0","0","0","0","0","0","0","2002","The monetary appreciation of paintings: from realism to Magritte","26","3","Renneboog&Van Houtte&"
"journal-article-10.2307_23600290","0","0","0","0","0","0.028403398","0","0","0","0.08016988","0","0.20977765","0","0","0.681435","0","0","0","0","0","0","0","0","0","0","2002","Values, prices of production and market prices: some more evidence from the Greek economy","26","3","Tsoulfidis&Maniatis&"
"journal-article-10.2307_23600291","0","0","0","0","0","0","0.99976325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Interpreting Ricardo: a rejoinder to Peach","26","3","Kurz&Mongiovi&"
"journal-article-10.2307_23600292","0","0","0","0","0","0","0.99978215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Interpreting Ricardo: a further reply to Sraffians","26","3","Peach&"
"journal-article-10.2307_23600293","0","0.02257565","0","0.06647572","0.020353476","0.109321885","0","0","0","0","0","0","0","0.10112863","0","0","0.046434168","0","0","0","0.5287713","0.104833834","0","0","0","2002","Rethinking the development agenda","26","3","Ocampo&"
"journal-article-10.2307_23600302","0","0","0","0","0","0","0.025408607","0","0","0","0.421959","0","0","0","0","0","0","0","0","0","0","0","0","0","0.55249375","1998","The genesis of 'positive economics' and the rejection of monopolistic competition theory: a methodological debate","22","3","Keppler&"
"journal-article-10.2307_23600303","0","0","0","0.010280824","0","0.49445665","0","0","0.03535114","0.3270517","0","0.10161195","0","0","0.031130737","0","0","0","0","0","0","0","0","0","0","1998","Uneven development and the liberalisation of trade and capital flows: the case of Mexico","22","3","Skott&Larudee&"
"journal-article-10.2307_23600304","0","0","0","0","0","0","0.2991409","0","0","0","0.66066647","0","0.040112272","0","0","0","0","0","0","0","0","0","0","0","0","1998","The unknown masterpiece: Marx's model of capital","22","3","Marsden&"
"journal-article-10.2307_23600305","0","0","0","0","0","0.7078149","0","0","0.1292944","0.10281501","0","0.053095203","0","0","0","0","0","0","0","0","0","0","0","0","0","1998","Zimbabwean trade liberalisation: ex post evaluation","22","3","Rattsø&Torvik&"
"journal-article-10.2307_23600306","0.2436578","0","0","0","0","0","0","0","0","0.057689942","0","0","0","0","0","0.0148109","0.68369","0","0","0","0","0","0","0","0","1998","Testing for segmentation: an establishment-level analysis","22","3","McNabb&Whitfield&"
"journal-article-10.2307_23600307","0","0","0.046572663","0","0","0.1320088","0.019222647","0","0","0","0","0.042597804","0","0","0.045801178","0.019528022","0","0","0","0","0.037524153","0","0","0.016306166","0.6402865","1998","Two views on development: Austin and Joan Robinson","22","3","Harcourt&"
"journal-article-10.2307_23600308","0","0","0","0","0","0","0","0","0","0","0","0.54908085","0","0","0.34342596","0","0","0","0","0","0","0.023969306","0","0.08308155","0","1998","On measuring the deviation of prices from values","22","3","Steedman&Tomkins&"
"journal-article-10.2307_23600309","0.16640219","0.37466344","0","0","0.08459867","0","0","0","0.040163293","0.27288714","0","0","0","0","0","0","0.013168618","0","0","0","0.021220017","0","0","0","0.026710864","1998","Is labour market flexibility harmful to innovation?","22","3","Kleinknecht&"
"journal-article-10.2307_23600312","0","0","0","0","0","0","0","0","0","0","0","0","0.039715998","0.5336499","0","0","0.022283155","0","0","0","0.3769395","0","0","0","0.027317125","2002","Breaking the mould: an institutionalist political economy alternative to the neo-liberal theory of the market and the state","26","5","Chang&"
"journal-article-10.2307_23600313","0","0","0","0","0","0.353356","0.020340238","0","0","0.040150553","0.5126577","0.03618596","0","0","0.037234183","0","0","0","0","0","0","0","0","0","0","2002","Persistent demi-regs and robust tendencies: critical realism and the Singer—Prebisch Thesis","26","5","Pinkstone&"
"journal-article-10.2307_23600314","0","0","0","0","0.022766925","0","0.021605236","0","0.7000079","0","0","0.097995065","0","0","0.07732155","0","0","0","0","0","0","0","0.08022614","0","0","2002","Growth and income distribution in a credit—money economy: introducing the banking sector into the linear production model","26","5","Park&"
"journal-article-10.2307_23600315","0","0","0","0","0","0","0.14522338","0.013898015","0.042165745","0","0.5849092","0","0.2137172","0","0","0","0","0","0","0","0","0","0","0","0","2002","Marx's value forms and Hayek's rules: a reinterpretation in the light of the dichotomy between physis and nomos","26","5","Hong&"
"journal-article-10.2307_23600316","0","0","0","0.03504739","0","0.23776789","0","0","0.5651782","0.09721625","0","0","0","0","0","0","0","0","0","0","0","0","0.04991319","0.014788068","0","2002","Effective supply failures and structural adjustment: a real—financial model with reference to India","26","5","Naastepad&"
"journal-article-10.2307_23600317","0","0","0.7074315","0","0","0","0","0","0","0.14714693","0","0.1444981","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Weintraub's consumption coefficient","26","5","Dixon&"
"journal-article-10.2307_23600318","0","0","0.582257","0","0","0","0","0","0","0.28691816","0","0.12981953","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Weintraub's consumption coefficient: response to Robert Dixon","26","5","Mair&Laramie&Toporowski&"
"journal-article-10.2307_23600319","0","0","0","0.43265137","0.04417203","0","0","0","0","0.021315334","0","0","0","0","0","0","0","0","0","0","0.4968815","0","0","0","0","2002","A political-economic analysis of the failure of neo-liberal restructuring in post-crisis Korea","26","5","Crotty&Lee&"
"journal-article-10.2307_23600324","0","0","0","0","0","0","0","0","0","0","0.96844524","0","0","0","0","0","0","0","0","0","0","0","0","0","0.030469857","2002","Special Issue on Critical Realism: Introduction","26","6","Blankenburg&Lawson&Lawson&Lewis&Pratten&Runde&"
"journal-article-10.2307_23600325","0","0","0","0","0","0","0","0","0","0","0.87715065","0","0.11441512","0","0","0","0","0","0","0","0","0","0","0","0","2002","Historical reference: Hume and critical realism","26","6","Dow&"
"journal-article-10.2307_23600326","0","0","0","0","0","0","0","0","0","0","0.99979067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Critical realism and Kantian transcendental arguments","26","6","Viskovatoff&"
"journal-article-10.2307_23600327","0","0","0","0","0","0","0","0","0","0","0.7986218","0","0.20124605","0","0","0","0","0","0","0","0","0","0","0","0","2002","A critical 'post' to critical realism","26","6","Kaul&"
"journal-article-10.2307_23600328","0","0","0","0","0","0","0","0","0","0","0.99979764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Reflections on critical realism in political economy","26","6","Nielsen&"
"journal-article-10.2307_23600329","0","0","0","0","0","0","0","0","0","0","0.98612255","0","0.013693403","0","0","0","0","0","0","0","0","0","0","0","0","2002","Some problems with the conception of the human subject in critical realism","26","6","Faulkner&"
"journal-article-10.2307_23600330","0","0","0","0","0","0","0.015625289","0","0","0","0.70715463","0.017609937","0","0","0","0","0","0.14296019","0","0","0","0","0","0.112940215","0","2002","On categorical variables and non-parametric statistical inference in the pursuit of causal explanations","26","6","Finch&McMaster&"
"journal-article-10.2307_23600331","0","0","0","0","0","0","0.044357277","0","0","0","0.9195951","0","0","0","0.035922952","0","0","0","0","0","0","0","0","0","0","2002","Driven to abstraction? Critical realism and the search for the 'inner connection' of social phenomena","26","6","Brown&Slater&Spencer&"
"journal-article-10.2307_23600332","0","0","0","0","0","0","0","0","0","0","0.990454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Theory creation and the methodological foundation of Post Keynesian economics","26","6","Lee&"
"journal-article-10.2307_23600333","0","0","0","0","0","0","0.032654427","0","0","0","0.463942","0","0","0","0","0","0","0","0","0","0","0","0","0","0.49661118","2002","Metatheory as the key to understanding: Schumpeter after Shionoya","26","6","da Graça Moura&"
"journal-article-10.2307_23600336","0","0","0","0.03301544","0.03313119","0","0.09031393","0","0","0.12401027","0.4052402","0","0.020905932","0","0.017326215","0","0.015290787","0","0.052631333","0","0.09710587","0.030368792","0","0.022162355","0.055054642","2002","CAMBRIDGE JOURNAL OF ECONOMICS: Volume 26 2002","26","6",""
"journal-article-10.2307_23600343","0","0","0","0.08549726","0.0437561","0.48030704","0","0","0","0","0","0","0","0","0.026296174","0.24459755","0","0","0","0.111446954","0","0","0","0","0","2003","Profitability and supply price in the US domestic oil industry: implications for the political economy of oil in the twenty-first century","27","1","Rutledge&"
"journal-article-10.2307_23600344","0","0","0.42534208","0","0.06573182","0","0","0","0.1415767","0","0","0.073695265","0","0","0.18258291","0","0","0.081471495","0","0","0","0","0.029503727","0","0","2003","Capitalism's growth imperative","27","1","Gordon&Rosenthal&"
"journal-article-10.2307_23600345","0","0","0","0","0","0","0","0","0","0","0.4766076","0","0.23821475","0.096132256","0","0","0","0","0","0","0","0","0","0","0.18063298","2003","Confronting the science/value split: notes on feminist economics, institutionalism, pragmatism and process thought","27","1","Nelson&"
"journal-article-10.2307_23600346","0","0","0","0","0","0","0","0","0","0.02728281","0.11082238","0","0","0.7332304","0","0","0","0","0","0","0","0","0","0","0.12642366","2003","The microfoundations of macroeconomics: an evolutionary perspective","27","1","van den Bergh&Gowdy&"
"journal-article-10.2307_23600347","0","0","0","0","0","0","0","0","0","0","0.12543453","0","0","0","0","0","0","0.054016933","0","0","0","0","0","0","0.82035494","2003","Simon's and Siegel's responses to the 'mixed strategy anomaly': a missed case in the sensitivity of economics to empirical evidence","27","1","Tammi&"
"journal-article-10.2307_23600348","0","0","0","0.046087477","0.058117457","0","0","0","0","0","0","0.027319334","0.066140495","0.79506487","0","0","0","0","0","0","0","0","0","0","0","2003","New market socialism: a case for rejuvenation or inspired alchemy?","27","1","Milonakis&"
"journal-article-10.2307_23600349","0.11732943","0.08005383","0","0","0.32198867","0","0","0","0","0.045807466","0","0","0","0","0","0","0.43471473","0","0","0","0","0","0","0","0","2003","Labour market deregulation, 'flexibility' and innovation","27","1","Michie&Sheehan&"
"journal-article-10.2307_23600350","0.16455342","0","0","0.017409792","0","0","0","0","0","0","0","0","0","0.21645992","0","0","0.36581528","0","0","0.16733482","0","0","0","0.06827959","0","2003","Reforming teachers' pay: incentive payments, collegiate ethos and UK policy","27","1","Adnett&"
"journal-article-10.2307_23600355","0","0.027709445","0","0","0.87491447","0.051054817","0","0","0","0.015567319","0","0","0","0","0","0","0","0","0","0","0","0.030671054","0","0","0","2002","Multinational experience and the creation of linkages with local firms: evidence from the electronics industry","26","1","Castellani&Zanfei&"
"journal-article-10.2307_23600356","0","0","0","0","0","0","0","0","0","0","0.99510896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2002","Boylan and O'Gorman's causal holism: a critical realist evaluation","26","1","Fleetwood&"
"journal-article-10.2307_23600357","0","0","0","0","0","0","0","0","0.23126125","0","0.036962386","0","0","0","0","0","0","0.38706127","0","0","0","0","0","0","0.33044124","2002","Keynes, uncertainty and interest rates","26","1","Weatherson&"
"journal-article-10.2307_23600358","0","0","0","0","0","0","0.18008912","0.07487397","0.010215055","0.023240618","0","0.054284737","0.6251794","0","0","0","0","0.023507325","0","0","0","0","0","0","0","2002","Nominalising the numeric: an alternative to mathematical reduction in economics","26","1","Dennis&"
"journal-article-10.2307_23600359","0.014476722","0","0","0","0","0","0.06516994","0.05113848","0","0","0.120119646","0","0.5453557","0.06989494","0.013845936","0","0","0","0.075964965","0","0","0","0","0","0.043965552","2002","Modern economics: the case of the disappearing body?","26","1","Amariglio&Ruccio&"
"journal-article-10.2307_23600360","0","0","0","0.15529443","0","0.012995137","0","0","0","0","0","0","0","0.22311519","0","0","0.31815755","0","0","0","0.2744155","0","0","0","0.015880847","2002","Bye-bye central planning, hello market hiccups: institutional transition in Romania","26","1","Ibrahim&Galt&"
"journal-article-10.2307_23600361","0","0","0","0","0.31512833","0.13729577","0","0","0","0","0","0","0","0","0","0","0","0","0","0.45922416","0.08822081","0","0","0","0","2002","China and the global business revolution","26","1","Nolan&"
"journal-article-10.2307_23600366","0","0","0","0","0","0","0","0","0","0","0.33801293","0","0","0.30306962","0","0","0","0","0","0","0","0","0","0","0.358785","2003","The hidden persuaders: institutions and individuals in economic theory","27","2","Hodgson&"
"journal-article-10.2307_23600367","0","0.26793087","0","0","0","0","0","0","0","0","0.46837023","0","0","0.04894564","0","0","0.027063174","0.14725694","0","0","0","0","0","0","0.0402869","2003","Innovation and social probable knowledge","27","2","Crocco&"
"journal-article-10.2307_23600368","0.06356018","0","0","0","0","0","0","0","0","0","0","0.27582422","0.013581592","0.2856675","0","0.3164514","0","0","0","0","0","0","0","0.0429032","0","2003","A behavioural analysis of the subsistence standard of living","27","2","Sharif&"
"journal-article-10.2307_23600369","0.010631266","0","0","0","0","0","0.10701679","0","0","0","0","0","0.37164748","0.034009416","0.06132242","0","0.41525623","0","0","0","0","0","0","0","0","2003","Adam Smith and the division of labour: is there a difference between organisation and market?","27","2","Vincent-Lancrin&"
"journal-article-10.2307_23600370","0","0","0","0","0","0","0.6631873","0","0.010641878","0","0","0.23885915","0","0.045608077","0","0","0","0","0","0","0","0","0","0","0.031640444","2003","Sraffa's legacy","27","2","Foley&"
"journal-article-10.2307_23600371","0","0.039448462","0","0","0.14373916","0","0","0","0","0","0","0","0","0","0","0","0.81590855","0","0","0","0","0","0","0","0","2003","Organisational change, human resource management and innovative performance: comparative perspectives","27","2","Lorenz&Wilkinson&"
"journal-article-10.2307_23600372","0","0.15446898","0","0","0.39131624","0","0","0","0","0.013237784","0","0","0","0","0","0","0.43580234","0","0","0","0","0","0","0","0","2003","New human resource management practices, complementarities and the impact on innovation performance","27","2","Laursen&Foss&"
"journal-article-10.2307_23600373","0.08901206","0.04310898","0","0","0.025293048","0","0","0","0","0","0","0","0","0","0","0","0.84249246","0","0","0","0","0","0","0","0","2003","The adoption and diffusion of high-performance management: lessons from Japanese multinationals in the West","27","2","Doeringer&Lorenz&Terkla&"
"journal-article-10.2307_23600374","0.06525851","0.068574116","0","0","0","0","0","0","0","0.15731995","0","0","0","0","0","0","0.70876","0","0","0","0","0","0","0","0","2003","Organisational change, technology, employment and skills: an empirical study of French manufacturing","27","2","Greenan&"
"journal-article-10.2307_23600378","0","0","0","0.22067747","0","0","0","0","0","0","0.014819639","0","0","0","0","0","0","0","0.4189381","0","0.34545466","0","0","0","0","2000","The political economy of 'policy credibility': the new-classical macroeconomics and the remaking of emerging economies","24","1","Grabel&"
"journal-article-10.2307_23600379","0","0","0","0.32820916","0","0.32761288","0","0","0.031781014","0","0","0","0","0","0.0834421","0.057244398","0","0","0","0","0.10313577","0","0","0.049938574","0.018566996","2000","Fiscal crisis and fiscal reform in developing countries","24","1","Toye&"
"journal-article-10.2307_23600380","0","0.026332058","0","0","0","0.13737854","0","0","0","0.10409332","0","0","0","0","0.16069497","0.038287286","0","0","0","0","0","0.52792865","0","0","0","2000","Standardised capital stock estimates in Latin America: a 1950—94 update","24","1","Hofman&"
"journal-article-10.2307_23600381","0","0","0","0","0","0","0.50068355","0.2252092","0","0","0.26742747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","Marx and Menger on value: as many similarities as differences","24","1","Hong&"
"journal-article-10.2307_23600382","0","0","0","0","0","0","0.31919035","0","0","0","0","0.049122997","0","0","0.58354944","0","0","0","0","0","0","0.047540694","0","0","0","2000","A re(in)statement of the labour theory of value: a comment","24","1","Paños&"
"journal-article-10.2307_23600383","0","0","0","0","0","0","0.36425313","0","0","0","0.047430027","0","0","0","0.52227575","0","0","0","0","0","0","0.0654912","0","0","0","2000","New solution or re(in)statement? A reply","24","1","Mohun&"
"journal-article-10.2307_23600384","0.57646257","0","0","0","0","0","0","0","0","0","0.017772831","0","0","0","0","0","0.017313465","0","0","0","0.22545989","0","0","0","0.15933847","2000","'Work first': workfare and the regulation of contingent labour markets","24","1","Peck&Theodore&"
"journal-article-10.2307_23600387","0","0","0","0","0","0.29303598","0","0","0","0","0.03345393","0","0","0","0","0","0","0","0","0.1696919","0.50070894","0","0","0","0","2001","African Economic Development in a Comparative Perspective: Foreword by the Secretary-General of the United Nations Conference on Trade and Development (UNCTAD)","25","3","Ricupero&"
