chiave,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,year,title,volume,issue,autori
journal-article-10.2307_23600330,0,0,0,0.19342634,0,0,0,0.62371397,0, 0.17523037,2002,On categorical variables and non-parametric statistical inference in the pursuit of causal explanations,26,6,Finch&McMaster&
journal-article-10.2307_23600331,0,0,0,0,0,0,0.15588732,0.8440374,0,0,2002,Driven to abstraction? Critical realism and the search for the 'inner connection' of social phenomena,26,6,Brown&Slater&Spencer&
journal-article-10.2307_23600332,0,0,0,0.013571921,0.02564778,0,0.038322844,0.88881123,0, 0.033599973,2002,Theory creation and the methodological foundation of Post Keynesian economics,26,6,Lee&
journal-article-10.2307_23600333,0,0,0,0.024505537,0.039639242,0,0.22245824,0.7133372,0,0,2002,Metatheory as the key to understanding: Schumpeter after Shionoya,26,6,da Graça Moura&
journal-article-10.2307_23600336,0,0.027140336,0.013540533,0.074335255,0.056246966,0.06773255,0.1324049,0.42495638,0.07213318, 0.13143465,2002,CAMBRIDGE JOURNAL OF ECONOMICS: Volume 26 2002,26,6,
journal-article-10.2307_23600343,0,0.059913035,0,0,0,0.90831524,0,0,0.016749976, 0.01497602,2003,Profitability and supply price in the US domestic oil industry: implications for the political economy of oil in the twenty-first century,27,1,Rutledge&
journal-article-10.2307_23600344,0,0,0.7702401,0.07318289,0,0,0,0,0.121583134, 0.034941323,2003,Capitalism's growth imperative,27,1,Gordon&Rosenthal&
journal-article-10.2307_23600345,0.021326607,0,0,0,0.017526297,0,0,0.9610755,0,0,2003,"Confronting the science/value split: notes on feminist economics, institutionalism, pragmatism and process thought",27,1,Nelson&
journal-article-10.2307_23600346,0,0,0,0.22919457,0.2928874,0,0.038385767,0.42694476,0, 0.012548409,2003,The microfoundations of macroeconomics: an evolutionary perspective,27,1,van den Bergh&Gowdy&
journal-article-10.2307_23600347,0,0,0,0.91017497,0,0,0.011173607,0.078550614,0,0,2003,Simon's and Siegel's responses to the 'mixed strategy anomaly': a missed case in the sensitivity of economics to empirical evidence,27,1,Tammi&
journal-article-10.2307_23600348,0,0,0.04392237,0.6863143,0.14149997,0,0.030533813,0.09769949,0,0,2003,New market socialism: a case for rejuvenation or inspired alchemy?,27,1,Milonakis&
journal-article-10.2307_23600349,0.17724532,0,0,0,0.6942748,0,0,0,0, 0.12842102,2003,"Labour market deregulation, 'flexibility' and innovation",27,1,Michie&Sheehan&
journal-article-10.2307_23600350,0.3532511,0,0,0.40260336,0.24405904,0,0,0,0,0,2003,"Reforming teachers' pay: incentive payments, collegiate ethos and UK policy",27,1,Adnett&
journal-article-10.2307_23600355,0,0,0,0,0.7840927,0.034411464,0,0,0, 0.18145156,2002,Multinational experience and the creation of linkages with local firms: evidence from the electronics industry,26,1,Castellani&Zanfei&
journal-article-10.2307_23600356,0,0,0,0,0,0,0,0.99679786,0,0,2002,Boylan and O'Gorman's causal holism: a critical realist evaluation,26,1,Fleetwood&
journal-article-10.2307_23600357,0,0,0,0.74556446,0,0,0.02662335,0,0.22773543,0,2002,"Keynes, uncertainty and interest rates",26,1,Weatherson&
journal-article-10.2307_23600358,0,0,0,0.028012007,0,0,0.5319758,0.42039013,0, 0.010853802,2002,Nominalising the numeric: an alternative to mathematical reduction in economics,26,1,Dennis&
journal-article-10.2307_23600359,0.070739284,0,0,0,0,0,0.09300284,0.82686275,0,0,2002,Modern economics: the case of the disappearing body?,26,1,Amariglio&Ruccio&
journal-article-10.2307_23600360,0,0,0,0.17693204,0.51171565,0.24426486,0,0.02006131,0.046966698,0,2002,"Bye-bye central planning, hello market hiccups: institutional transition in Romania",26,1,Ibrahim&Galt&
journal-article-10.2307_23600361,0,0.015724542,0,0,0.44550472,0.538701,0,0,0,0,2002,China and the global business revolution,26,1,Nolan&
journal-article-10.2307_23600366,0,0,0,0.41960242,0,0,0,0.57231355,0,0,2003,The hidden persuaders: institutions and individuals in economic theory,27,2,Hodgson&
journal-article-10.2307_23600367,0,0,0,0.5142093,0.34025094,0,0,0.14545248,0,0,2003,Innovation and social probable knowledge,27,2,Crocco&
journal-article-10.2307_23600368,0.521008,0,0.039885677,0.15185426,0,0.016366297,0.12552477,0.09103231,0, 0.054298725,2003,A behavioural analysis of the subsistence standard of living,27,2,Sharif&
journal-article-10.2307_23600369,0.080604434,0,0,0,0.27822253,0,0.36801502,0.27309844,0,0,2003,Adam Smith and the division of labour: is there a difference between organisation and market?,27,2,Vincent-Lancrin&
journal-article-10.2307_23600370,0,0,0,0,0.017588876,0,0.982326,0,0,0,2003,Sraffa's legacy,27,2,Foley&
journal-article-10.2307_23600371,0.064225994,0,0,0,0.9352498,0,0,0,0,0,2003,"Organisational change, human resource management and innovative performance: comparative perspectives",27,2,Lorenz&Wilkinson&
journal-article-10.2307_23600372,0,0,0,0,0.89111346,0,0,0,0, 0.10882062,2003,"New human resource management practices, complementarities and the impact on innovation performance",27,2,Laursen&Foss&
journal-article-10.2307_23600373,0.19392371,0,0,0,0.8060197,0,0,0,0,0,2003,The adoption and diffusion of high-performance management: lessons from Japanese multinationals in the West,27,2,Doeringer&Lorenz&Terkla&
journal-article-10.2307_23600374,0.20442651,0.040761627,0,0,0.585565,0,0,0,0, 0.16920632,2003,"Organisational change, technology, employment and skills: an empirical study of French manufacturing",27,2,Greenan&
journal-article-10.2307_23600378,0,0,0,0.4582056,0,0.23015478,0,0,0.3115812,0,2000,The political economy of 'policy credibility': the new-classical macroeconomics and the remaking of emerging economies,24,1,Grabel&
journal-article-10.2307_23600379,0.031376313,0,0.0793167,0.026084075,0,0.68923354,0,0,0.17395344,0,2000,Fiscal crisis and fiscal reform in developing countries,24,1,Toye&
journal-article-10.2307_23600380,0,0.04275895,0,0,0,0.27180433,0,0,0, 0.6805966,2000,Standardised capital stock estimates in Latin America: a 1950—94 update,24,1,Hofman&
journal-article-10.2307_23600381,0,0,0,0,0,0,0.5440139,0.4559111,0,0,2000,Marx and Menger on value: as many similarities as differences,24,1,Hong&
journal-article-10.2307_23600382,0,0.20549941,0,0,0,0,0.7941263,0,0,0,2000,A re(in)statement of the labour theory of value: a comment,24,1,Paños&
journal-article-10.2307_23600383,0,0.11908821,0,0,0,0,0.8805632,0,0,0,2000,New solution or re(in)statement? A reply,24,1,Mohun&
journal-article-10.2307_23600384,0.8617404,0,0,0.099264495,0,0,0,0.031495385,0,0,2000,'Work first': workfare and the regulation of contingent labour markets,24,1,Peck&Theodore&
journal-article-10.2307_23600387,0,0,0,0,0.12339498,0.7657517,0,0.10922243,0,0,2001,African Economic Development in a Comparative Perspective: Foreword by the Secretary-General of the United Nations Conference on Trade and Development (UNCTAD),25,3,Ricupero&
journal-article-10.2307_23600388,0,0,0,0,0,0.937084,0,0,0, 0.06286351,2001,African economic development in a comparative perspective,25,3,Akyüz&Gore&
journal-article-10.2307_23600389,0,0,0,0.097543925,0.11185605,0.67280173,0,0.11776224,0,0,2001,Thinking about developmental states in Africa,25,3,Mkandawire&
journal-article-10.2307_23600390,0,0,0,0,0,0.77657276,0,0,0, 0.22338006,2001,Agriculture and economic development in sub-Saharan Africa and Asia,25,3,Karshenas&
journal-article-10.2307_23600391,0,0,0,0,0.2485832,0.37884995,0,0,0.37252772,0,2001,Financing enterprise development in sub-Saharan Africa,25,3,Nissanke&
journal-article-10.2307_23600392,0,0,0,0,0,0.58890593,0,0,0, 0.4065273,2001,Africa's export structure in a comparative perspective,25,3,Wood&Mayer&
journal-article-10.2307_23600393,0,0.061801758,0,0,0,0.8003854,0,0,0, 0.13775894,2001,Movements of relative agricultural prices in sub-Saharan Africa,25,3,Boratav&
journal-article-10.2307_23600394,0.06878535,0.11849607,0,0,0.010151299,0.56207037,0.033682033,0,0, 0.20678736,2001,"Informal economy, wage goods and accumulation under structural adjustment theoretical reflections based on the Tanzanian experience",25,3,Wuyts&
journal-article-10.2307_23600398,0,0.13966146,0,0,0.68857926,0,0,0,0.013555693, 0.15814117,1998,Technological and organisational change in a process of industrial rejuvenation: the case of the Italian cotton textile industry,22,1,Antonelli&Marchionatti&
journal-article-10.2307_23600399,0.85230803,0,0,0,0,0,0,0,0, 0.14759985,1998,Appropriate indicators of demand for labour markets segmented by gender,22,1,Dex&
journal-article-10.2307_23600400,0.0648269,0,0.025314957,0,0,0.56588054,0,0,0, 0.34391984,1998,Economic development and income distribution in Japan: an assessment of the Kuznets hypothesis,22,1,Minami&
journal-article-10.2307_23600401,0,0,0,0,0,0.7122084,0,0,0, 0.28770813,1998,Mexico and export-led growth: the Porfirian period revisited,22,1,Catão&
journal-article-10.2307_23600402,0,0,0.49726945,0,0,0,0.5026058,0,0,0,1998,Adam Smith's theory of tax incidence: an interpretation of his natural-price system,22,1,Dome&
journal-article-10.2307_23600403,0.09094757,0,0,0,0,0.04901748,0.28349748,0.5764498,0,0,1998,A representative man,22,1,Prendergast&
journal-article-10.2307_23600404,0,0,0,0,0,0.064978704,0.070056096,0,0.6826027, 0.18225336,1998,The myth (or folly) of the 3% deficit/GDP Maastricht 'parameter',22,1,Pasinetti&
journal-article-10.2307_23600405,0.8777579,0,0,0,0,0,0,0,0, 0.122159146,1998,Do employment and income security cause unemployment? A comparative study of the US and the E-4,22,1,Buchele&Christiansen&
journal-article-10.2307_23600408,0,0,0.07234065,0,0,0,0.035272326,0,0.8922988,0,1999,Money and credit in a Keynesian model of income determination,23,4,Godley&
journal-article-10.2307_23600409,0.09194271,0,0.16957484,0,0,0,0,0,0, 0.73833865,1999,"Unemployment, wage bargaining and capital—labour substitution",23,4,Rowthorn&
journal-article-10.2307_23600410,0,0,0,0,0.19214612,0.06250393,0,0,0, 0.74528813,1999,Economic gains from technology-intensive trade: an empirical assessment,23,4,Daniels&
journal-article-10.2307_23600411,0.87451833,0,0,0,0,0,0,0,0, 0.12538952,1999,"Wage protection systems, segregation and gender pay inequalities: West Germany, the Netherlands and Great Britain",23,4,Black&Trainor&Spencer&
journal-article-10.2307_23600412,0,0,0,0,0.8526633,0.10919452,0,0.03808478,0,0,1999,Collective efficiency and increasing returns,23,4,Schmitz&
journal-article-10.2307_23600413,0.116014324,0,0,0,0.3180488,0,0,0.5658651,0,0,1999,How the object of knowledge constrains knowledge of the object. An epistemological analysis of a social research investigation,23,4,Harvey&
journal-article-10.2307_23600414,0,0,0,0.04328548,0,0,0.07943591,0.8771725,0,0,1999,Common sense: a middle way between formalism and post-structuralism?,23,4,Davis&
journal-article-10.2307_23600417,0.607791,0,0.04164107,0,0.29392424,0,0,0,0.056555647,0,2000,"Labour markets, social justice and economic efficiency",24,6,Kitson&Martin&Wilkinson&
journal-article-10.2307_23600418,0.2731041,0.013393779,0.06971621,0,0,0.06355563,0,0,0.23124576, 0.34895656,2000,Inflation and employment: is there a third way?,24,6,Wilkinson&
journal-article-10.2307_23600419,0.99992627,0,0,0,0,0,0,0,0,0,2000,"Rethinking self-sufficiency: employment, families and welfare",24,6,Gardiner&
journal-article-10.2307_23600420,0.8373593,0.031799614,0,0,0.059463285,0.0713218,0,0,0,0,2000,The working poor and the working of American labour markets,24,6,Cormier&Craypo&
journal-article-10.2307_23600421,0.8476812,0,0,0,0.10438499,0,0,0,0, 0.047870733,2000,Are Britain's workplace skills becoming more unequal?,24,6,Felstead&Ashton&Green&
journal-article-10.2307_23600422,0.78473824,0,0,0.1318419,0,0,0,0.039856948,0.043519452,0,2000,Beyond 'employability',24,6,Peck&Theodore&
journal-article-10.2307_23600423,0.22396217,0.29537463,0,0,0.41338408,0.06723322,0,0,0,0,2000,"Between a rock and a hard place: US industrial unions, shop-floor participation and the lean, mean global economy",24,6,Forrant&
journal-article-10.2307_23600424,0.09544623,0.04516791,0.07480305,0,0.5509482,0,0,0,0.1635255, 0.070081316,2000,Restructuring for shareholder value and its implications for labour,24,6,Froud&Haslam&Johal&Williams&
journal-article-10.2307_23600430,0,0,0.049561605,0.07266651,0.08318656,0,0.08667704,0.7077118,0,0,1998,Introduction,22,4,Hodgson&
journal-article-10.2307_23600431,0,0,0,0,0,0,0.19561559,0.7863802,0,0,1998,Why is economics not an evolutionary science?,22,4,Veblen&
journal-article-10.2307_23600432,0,0,0,0,0.02570783,0,0.105220236,0.86900896,0,0,1998,On the evolution of Thorstein Veblen's evolutionary economics,22,4,Hodgson&
journal-article-10.2307_23600433,0,0,0,0.35795796,0.029684843,0,0,0.6122824,0,0,1998,Reviving Veblenian economic psychology,22,4,Twomey&
journal-article-10.2307_23600434,0,0,0,0,0.111953974,0.02158889,0.025298184,0.8410841,0,0,1998,On the difficulty of evolutionary analysis,22,4,Mayhew&
journal-article-10.2307_23600435,0.023214318,0,0,0,0.21038307,0,0.14350027,0.62283915,0,0,1998,Veblen's evolutionary programme: a promise unfulfilled,22,4,Rutherford&
journal-article-10.2307_23600436,0,0,0,0,0.54881686,0,0.066094354,0.38502407,0,0,1998,The competence-based approach: Veblenian ideas in the modern theory of the firm,22,4,Foss&
journal-article-10.2307_23600437,0,0,0,0,0.38806853,0.012292859,0.010597833,0.30727503,0, 0.27721095,1998,The agenda for growth theory: a different point of view,22,4,Nelson&
journal-article-10.2307_23600440,0,0,0,0,0.01869197,0.7788579,0,0,0, 0.20239875,1999,"Reappraising the performance of China's state-owned industrial enterprises, 1980—96",23,6,Lo&
journal-article-10.2307_23600441,0,0.19845963,0,0,0.025543021,0,0.7269457,0,0.048959285,0,1999,"Marx, devalorisation, and the theory of value",23,6,Perelman&
journal-article-10.2307_23600442,0,0,0,0,0.9999278,0,0,0,0,0,1999,Policies for the development of knowledge-intensive local production systems,23,6,Belussi&
journal-article-10.2307_23600443,0,0,0,0.05078929,0.29272062,0,0,0.17987482,0.12339841, 0.3509348,1999,Econometric modelling in the presence of evolutionary change,23,6,Foster&Wild&
journal-article-10.2307_23600444,0,0,0.6740609,0,0,0,0.1318888,0,0, 0.19400258,1999,Savings and economic growth in neoclassical theory,23,6,Cesaratto&
journal-article-10.2307_23600445,0,0,0,0,0,0.45577052,0,0,0.18913418, 0.35502172,1999,"Stuck in low GEAR? Macroeconomic policy in South Africa, 1996—98",23,6,Weeks&
journal-article-10.2307_23600451,0,0,0.091772765,0.061315455,0,0,0.7100203,0.04794289,0, 0.08889816,1998,History versus equilibrium: Nicholas Kaldor on historical time and economic theory,22,5,Setterfield&
journal-article-10.2307_23600452,0,0,0,0.9515478,0,0,0.048257757,0,0,0,1998,Clarifying Frank Knight's discussion of the meaning of risk and uncertainty,22,5,Runde&
journal-article-10.2307_23600453,0.015692554,0,0,0.32840022,0.011612444,0,0.589761,0.05450278,0,0,1998,The relevance of the Marshallian concept of normality in interior and inertial dynamics as revisited by Shackle and Kornai,22,5,Vahabi&
journal-article-10.2307_23600454,0,0.23694949,0,0,0,0,0.71234906,0,0.050617017,0,1998,Value creation in the production of services: a note on Marx,22,5,Marginson&
journal-article-10.2307_23600455,0,0,0,0.4925618,0,0,0,0.49879706,0,0,1998,Against Posner against Coase against theory,22,5,Mäki&
journal-article-10.2307_23600456,0,0,0,0,0,0,0.99992543,0,0,0,1998,"On ""Interpreting Ricardo"": a reply to Sraffians",22,5,Peach&
journal-article-10.2307_23600457,0,0,0,0,0,0.039820492,0.95994014,0,0,0,1998,"Ricardo, Torrens and Sraffa: the untenability of de Vivo's 'summing up'",22,5,Hollander&
journal-article-10.2307_23600458,0.07587303,0,0,0,0.04224632,0.8071001,0,0,0.0672724,0,1998,"Three years after apartheid: growth, employment and redistribution?",22,5,Michie&Padayachee&
journal-article-10.2307_23600459,0,0,0,0,0.2928787,0.38729185,0,0,0, 0.31970367,1998,The myth of economic globalisation,22,5,Kleinknecht&Wengel&
journal-article-10.2307_23600462,0,0,0,0.096776426,0.7461228,0,0.086420335,0,0.070642695,0,2000,The innovative enterprise and corporate governance,24,4,O'Sullivan&
journal-article-10.2307_23600463,0.01573209,0,0,0.1384272,0,0,0,0.77144486,0, 0.0743404,2000,The status of economics as a naturalistic social science,24,4,Beed&Beed&
journal-article-10.2307_23600464,0.3717873,0,0,0,0,0.2564614,0,0,0, 0.371697,2000,The effects of structural change and economic liberalisation on gender wage differentials in South Korea and Taiwan,24,4,Seguino&
journal-article-10.2307_23600465,0,0,0,0,0,0,0,0,0, 0.9999241,2000,Whither the terms of trade? An elaboration of the Prebisch—Singer hypothesis,24,4,Bloch&Sapsford&
journal-article-10.2307_23600466,0,0,0,0,0.69515663,0.02281892,0,0.2773293,0,0,2000,Economic geography: the great half-century,24,4,Scott&
journal-article-10.2307_23600467,0,0,0,0,0,0,0.12408587,0,0.60421026, 0.2713614,2000,On the sustainability area as a simplifying didactic device,24,4,Harck&
journal-article-10.2307_23600468,0,0,0,0,0,0,0.10943156,0.063745946,0.72492415, 0.101572074,2000,On concepts of debt sustainability: a reply to Dr Harck,24,4,Pasinetti&
journal-article-10.2307_23600472,0,0,0,0,0,0,0,0.9999147,0,0,2001,Rhetoric vs realism in economic methodology: a critical assessment of recent contributions,25,5,Peter&
journal-article-10.2307_23600473,0,0,0,0,0,0,0.13548708,0,0.86446756,0,2001,The loanable funds fallacy: exercises in the analysis of disequilibrium,25,5,Bibow&
journal-article-10.2307_23600474,0,0.012025551,0,0.92284876,0,0,0,0.05970938,0,0,2001,"Coase on broadcasting, advertising and policy",25,5,Pratten&
journal-article-10.2307_23600475,0.012497257,0,0,0.12471372,0,0,0.5533445,0,0.30938548,0,2001,Price rigidity and market-clearing: a conceptual clarification,25,5,De Vroey&
journal-article-10.2307_23600476,0,0,0.3853034,0,0.07309554,0,0.068936616,0,0.47257307,0,2001,The stock market and investment: another look at the micro-foundations of q theory,25,5,Palley&
journal-article-10.2307_23600477,0,0,0,0,0.50155157,0.26241595,0,0.011195,0.15538067, 0.06941083,2001,The global economy—myths and realities,25,5,Perraton&
journal-article-10.2307_23600478,0,0,0,0,0,0,0.9997958,0,0,0,2001,"Hollander, de Vivo and the 'further evidence' for the corn model interpretation of Ricardo: a conspiracy of silence?",25,5,Peach&
journal-article-10.2307_23600479,0,0,0,0,0,0.07038462,0.9291397,0,0,0,2001,"On cannibalism, torture and conspiracy: a rejoinder to Dr Peach",25,5,Hollander&
journal-article-10.2307_23600480,0,0,0,0,0,0,0.9997665,0,0,0,2001,On Torrens's theory of profits,25,5,de Vivo&
journal-article-10.2307_23600483,0.6590607,0,0.31070307,0,0,0,0,0,0, 0.03020317,1999,Male interracial wage differentials: competing explanations,23,3,Mason&
journal-article-10.2307_23600484,0.103607774,0,0,0.21467696,0.68164164,0,0,0,0,0,1999,"Trust, contract and economic cooperation",23,3,Lorenz&
journal-article-10.2307_23600485,0.078795925,0,0.075406834,0.029533615,0.097055554,0,0.10061408,0.6185599,0,0,1999,"Against naive materialism: culture, consumption and the causes of inequality",23,3,Rosenbaum&
journal-article-10.2307_23600486,0.41016895,0,0,0.16904877,0,0.012386345,0,0.098644756,0.26782334, 0.04187625,1999,Revolution and counter-revolution: two views of unemployment,23,3,Chakravarty&MacKay&
journal-article-10.2307_23600487,0,0,0.23433997,0,0,0,0.1348094,0,0, 0.6307808,1999,Growth and stagnation in a two-sector model: Kaldor's Mattioli Lectures,23,3,Skott&
journal-article-10.2307_23600488,0.03510053,0,0,0,0,0.055503804,0.9092493,0,0,0,1999,A note on Hollander's 'Notes on a possible Bentham manuscript: a mystery unresolved',23,3,Sigot&
journal-article-10.2307_23600489,0,0,0,0,0,0.16834079,0.83135504,0,0,0,1999,Sigot on the mystery manuscript: a reply,23,3,Hollander&
journal-article-10.2307_23600490,0,0,0,0,0.48375672,0,0,0,0, 0.5160521,1999,Keynes-plus? Effective demand and changes in firm-level R&D: an empirical note,23,3,Brouwer&Kleinknecht&
journal-article-10.2307_23600650,0,0,0,0.040212076,0,0,0.17203674,0.7064597,0.08123171,0,2001,"Formalism, logic and reality: a Keynesian analysis",25,6,Chick&Dow&
journal-article-10.2307_23600651,0,0,0,0,0.52140075,0,0,0,0.3561709, 0.12238804,2001,The take-over market for privately held companies: the US experience,25,6,Ang&Kohers&
journal-article-10.2307_23600652,0,0,0,0.022144604,0,0,0.8772884,0.100488596,0,0,2001,Piero Sraffa on utility and the 'subjective method' in the 1920s: a tentative appraisal of Sraffa's unpublished manuscripts,25,6,Signorino&
journal-article-10.2307_23600653,0,0,0,0.62860835,0.09249917,0,0,0.27882874,0,0,2001,Institutional individualism and institutional change: the search for a middle way mode of explanation,25,6,Toboso&
journal-article-10.2307_23600654,0,0,0.0483781,0.29234377,0.08578914,0.06312628,0.13331345,0.37702265,0,0,2001,Where Marx was right: towards a more secure foundation for heterodox economics,25,6,Howard&King&
journal-article-10.2307_23600655,0,0,0.036112987,0.055453707,0.3009104,0.38222533,0,0,0, 0.22525318,2001,New trade theory versus old trade policy: a continuing enigma,25,6,Deraniyagala&Fine&
journal-article-10.2307_23600664,0.396268,0,0,0.031209659,0.33143163,0.21893388,0,0,0, 0.022116095,1999,"Enterprise ownership, enterprise organisation, and worker attitudes in Chinese rural industry: some new evidence",23,1,Bowles&Dong&
journal-article-10.2307_23600665,0,0,0,0,0,0.12376908,0,0,0.66447026, 0.21163084,1999,Interpreting budget deficits in Latin America: methods with application to Argentina,23,1,Arce M.&
journal-article-10.2307_23600666,0,0,0,0.018838564,0.0947164,0,0.034231633,0.8037738,0, 0.04841663,1999,Evolutionary growth theory and forms of realism,23,1,Northover&
journal-article-10.2307_23600667,0,0,0,0,0.6397479,0,0,0.19432347,0, 0.16588913,1999,The new 'geographical turn' in economics: some critical reflections,23,1,Martin&
journal-article-10.2307_23600668,0,0,0,0.09254198,0,0,0.69477135,0,0.21255669,0,1999,On Sraffa's price system,23,1,Sharpe&
journal-article-10.2307_23600669,0,0,0,0,0,0,0,0,0.9998678,0,1999,The credit-led supply of deposits and the demand for money: Kaldor's reflux mechanism as previously endorsed by Joan Robinson,23,1,Lavoie&
journal-article-10.2307_23600670,0,0,0,0,0,0,0,0,0.99963856,0,1999,The supply of credit money and the demand for deposits: a reply,23,1,Arestis&Howells&
journal-article-10.2307_23600713,0.056521654,0,0,0,0,0.48042956,0,0.028299313,0.4346727,0,2000,"Foreign investment, reparations and the proposal for an international bank: notes on the lectures of J. M. Keynes in Geneva, July 1929",24,2,Fleming&
journal-article-10.2307_23600714,0.50450236,0,0,0,0,0,0,0,0, 0.49542737,2000,What caused earnings inequality to increase in Canada during the 1980s?,24,2,MacPhail&
journal-article-10.2307_23600715,0,0,0.31127816,0.015465658,0,0,0,0.13317396,0, 0.5399816,2000,A neglected controversy in the modelling of consumers' expenditure,24,2,Cook&
journal-article-10.2307_23600716,0,0,0,0,0.05325756,0,0,0,0, 0.94666183,2000,"Innovation, international technological diffusion and the changing influence of R&D on productivity",24,2,Frantzen&
journal-article-10.2307_23600717,0,0,0.34259453,0,0,0,0.1664469,0.4908757,0,0,2000,A realist appraisal of post-Keynesian pricing theory,24,2,Downward&
journal-article-10.2307_23600718,0,0,0.808864,0,0,0,0,0,0.014742048, 0.17626254,2000,Weintraub's consumption coefficient: some economic implications and evidence for the UK,24,2,Mair&Laramie&Toporowski&
journal-article-10.2307_23600719,0,0,0.6041714,0,0,0,0.39566967,0,0,0,2000,Ricardo on income tax: a note,24,2,Dome&
journal-article-10.2307_23600721,0,0,0.2539489,0.1739382,0,0,0.020874163,0.18092962,0, 0.37026855,2000,Endogenous growth theory: a critical assessment,24,2,Fine&
journal-article-10.2307_23601168,0,0,0,0.50825727,0,0,0,0.4916438,0,0,2000,Experimental economics under the microscope,24,3,Siakantaris&
journal-article-10.2307_23601169,0.60269284,0,0,0.14871632,0.1653111,0.033682164,0,0.049569394,0,0,2000,Conceptualising environmental collective action: why gender matters,24,3,Agarwal&
journal-article-10.2307_23601170,0,0.042293947,0,0,0.09039231,0,0.3033174,0.49136266,0, 0.072565615,2000,Aspects of dialectics and non-linear dynamics,24,3,Rosser&
journal-article-10.2307_23601171,0,0.09229034,0,0.024241831,0,0,0.84786457,0.035558134,0,0,2000,The market and exploitation in Marx's economic theory: a reinterpretation,24,3,Lysandrou&
journal-article-10.2307_23601172,0,0.13657705,0.19685611,0,0,0,0.037351377,0,0, 0.6291474,2000,Testing Goodwin: growth cycles in ten OECD countries,24,3,Harvie&
journal-article-10.2307_23601173,0.014363311,0,0,0.2691178,0.12547947,0.07748492,0.37188467,0.14162901,0,0,2000,Kornai and the vanguard mode of production,24,3,Lebowitz&
journal-article-10.2307_23601495,0,0,0,0.23528871,0,0.49346456,0,0,0.27097443,0,1998,The Asian Crisis: introduction,22,6,Chang&Palma&Whittaker&
journal-article-10.2307_23601496,0,0,0,0.051089317,0,0.8113713,0,0.024908787,0.11252469,0,1998,Economic crisis in East Asia: the clash of capitalisms,22,6,Johnson&
journal-article-10.2307_23601497,0,0,0,0.03179826,0,0.28913754,0,0,0.6789833,0,1998,"Capital market crises: liberalisation, fixed exchange rates and market-driven destabilisation",22,6,Taylor&
journal-article-10.2307_23601498,0,0,0,0,0.049109265,0.13041726,0,0,0.8204158,0,1998,Derivatives and global capital flows: applications to Asia,22,6,Kregel&
journal-article-10.2307_23601499,0,0,0,0.03044262,0,0.516213,0,0,0.45326376,0,1998,From 'miracle' to 'cronyism': explaining the Great Asian Slump,22,6,Wade&
journal-article-10.2307_23601500,0,0,0,0,0,0.64325887,0,0,0.3566525,0,1998,Malaysian débâcle: whose fault?,22,6,Jomo&
journal-article-10.2307_23601501,0,0,0,0,0,0.6800662,0,0,0.31982276,0,1998,Indonesia: from showcase to basket case,22,6,Pincus&Ramli&
journal-article-10.2307_23601502,0,0,0,0,0.013151657,0.72910714,0,0,0.25765106,0,1998,"Interpreting the Korean crisis: financial liberalisation, industrial policy and corporate governance",22,6,Chang&Park&Yoo&
journal-article-10.2307_23601503,0,0,0,0,0.09767308,0.65858936,0,0,0.24365793,0,1998,Fashioning a new Korean model out of the crisis: the rebuilding of institutional capabilities,22,6,Mathews&
journal-article-10.2307_23601504,0,0,0,0,0.24153334,0.45727262,0,0,0.30109325,0,1998,Japan's crisis: evolution and implications,22,6,Whittaker&Kurosawa&
journal-article-10.2307_23601505,0.05107039,0,0.055367995,0.08585983,0.29665247,0.3522785,0,0,0.15872757,0,1998,Asian crisis and the future of the Japanese model,22,6,Dore&
journal-article-10.2307_23601506,0,0,0,0,0,0.5803317,0,0,0.41960603,0,1998,"Three and a half cycles of 'mania, panic, and [asymmetric crash': East Asia and Latin America compared",22,6,Palma&
journal-article-10.2307_23601600,0.08875453,0,0.20175588,0.06652874,0.15923692,0,0,0.4024671,0.08117336,0,2005,Economics for the future,29,6,Kitson&
journal-article-10.2307_23601601,0,0,0.19866692,0.10102218,0.022501353,0,0.18804246,0.48967844,0,0,2005,The Cambridge School of Keynesian Economics,29,6,Pasinetti&
journal-article-10.2307_23601602,0,0,0,0,0,0,0.17593479,0.8111026,0,0,2005,The unreasonable ineffectiveness of mathematics in economics,29,6,Velupillai&
journal-article-10.2307_23601603,0,0,0,0.21882519,0.358941,0,0.091605544,0.33057705,0,0,2005,From simplistic to complex systems in economics,29,6,Foster&
journal-article-10.2307_23601604,0,0,0,0.52445215,0.0822191,0,0.017448863,0.37114912,0,0,2005,Homo economicus and the reconstruction of political economy: six theses on the role of values in economics,29,6,Tsakalotos&
journal-article-10.2307_23601605,0,0,0.029222855,0.5808575,0.103511766,0,0,0.2863412,0,0,2005,Economics and psychology in the twenty-first century,29,6,Earl&
journal-article-10.2307_23601606,0,0,0,0.66035527,0,0,0,0.3111212,0, 0.028436622,2005,The future of economics: the appropriately educated in pursuit of the knowable,29,6,Colander&
journal-article-10.2307_23601607,0.020029293,0,0.47826466,0.111067414,0,0,0.38571808,0,0,0,2005,Consumption and time in economics: prices and quantities in a temporary equilibrium perspective,29,6,Nisticò&
